Fold,Epoch,Average Loss,Mean Dice Score
1,1,0.26232602695624035,0.3841865360736847
1,2,0.2965159206478684,0.33775782585144043
1,3,0.269529703590605,0.3722880780696869
1,4,0.26845497279255476,0.35191166400909424
1,5,0.26928840494818157,0.06702636182308197
1,6,0.2665888148325461,0.3156321346759796
1,7,0.259541513743224,0.18386444449424744
1,8,0.26489528737686296,0.3325696587562561
1,9,0.24796261721187168,0.30800363421440125
1,10,0.27552835312154556,0.302848219871521
1,11,0.2742569424487926,0.32357650995254517
1,12,0.27040200459736363,0.3715321123600006
1,13,0.24143079143983345,0.3854036331176758
1,14,0.2619617967693894,0.39138996601104736
1,15,0.2492205395742699,0.4354676306247711
1,16,0.25654719990712627,0.41436466574668884
1,17,0.24663654024954196,0.42281338572502136
1,18,0.24030383483127313,0.4040393829345703
1,19,0.23702735288275611,0.4322863817214966
1,20,0.2781417391918324,0.43043532967567444
2,1,0.2765193885123288,0.3942856788635254
2,2,0.26326425594312175,0.06684031337499619
2,3,0.27730294565359753,0.41128697991371155
2,4,0.253510566773238,0.3689335584640503
2,5,0.265623919389866,0.3253035545349121
2,6,0.2741439530143031,0.13683564960956573
2,7,0.2571406888741034,0.22855615615844727
2,8,0.26826318160251333,0.378787636756897
2,9,0.24574467539787292,0.3800102770328522
2,10,0.24758205204098313,0.4384937286376953
2,11,0.26282089783085716,0.4289025366306305
2,12,0.22648638128130524,0.42519867420196533
2,13,0.2519713469125606,0.3835897147655487
2,14,0.2589208996958203,0.3937469720840454
2,15,0.2570009446806378,0.3375367522239685
2,16,0.2566861648250509,0.3619775176048279
2,17,0.25332512623733944,0.3755260109901428
2,18,0.23960792466446204,0.4035075902938843
2,19,0.22698436318724244,0.4094597399234772
2,20,0.24788004435874797,0.388559490442276
3,1,0.27727284365230137,0.398730605840683
3,2,0.25673636076626954,0.3563857674598694
3,3,0.2493092053466373,0.12375006079673767
3,4,0.25429750316672856,0.44981956481933594
3,5,0.2513761592132074,0.4037059247493744
3,6,0.2639475569680885,0.28690779209136963
3,7,0.2776083968303822,0.24060916900634766
3,8,0.2669331845309999,0.34526327252388
3,9,0.26741096874078113,0.13967600464820862
3,10,0.2488420776746891,0.2982994318008423
3,11,0.23868511368831,0.3425687253475189
3,12,0.2385765203723201,0.38110896944999695
3,13,0.2333119014898936,0.39666593074798584
3,14,0.26330462760395473,0.41441571712493896
3,15,0.2259679439443129,0.42433711886405945
3,16,0.24249381213276475,0.41644221544265747
3,17,0.25136351861335615,0.3636249005794525
3,18,0.2439217252863778,0.41194307804107666
3,19,0.2479407329250265,0.41480520367622375
3,20,0.2411358102604195,0.39794760942459106
4,1,0.24399969092121832,0.42575040459632874
4,2,0.2642629168651722,0.45535871386528015
4,3,0.25984404153294033,0.359463632106781
4,4,0.24669819794319295,0.28684890270233154
4,5,0.25833911421122374,0.40246695280075073
4,6,0.2559702153559084,0.41885995864868164
4,7,0.254197535139543,0.28207927942276
4,8,0.2478473318947686,0.25806674361228943
4,9,0.25101003768267455,0.2070370316505432
4,10,0.24373833366014339,0.3919751048088074
4,11,0.25222255123986137,0.4498220682144165
4,12,0.24788780179288653,0.38963016867637634
4,13,0.2628596270525897,0.4312553405761719
4,14,0.2613111519151264,0.445102334022522
4,15,0.25317867983270576,0.39869424700737
4,16,0.24979615597813218,0.4850769639015198
4,17,0.2580695069498486,0.47957971692085266
4,18,0.23944771731341327,0.4892904460430145
4,19,0.23984020396515174,0.45098209381103516
4,20,0.2501099059979121,0.47937196493148804
5,1,0.22847687756573712,0.4698109030723572
5,2,0.24678111683439324,0.4882134199142456
5,3,0.27549013771392683,0.5058512687683105
5,4,0.25160153292947346,0.4987001419067383
5,5,0.25647658661559775,0.3817320466041565
5,6,0.2550528860754437,0.4217594563961029
5,7,0.2530622785841977,0.2867916226387024
5,8,0.2440675566041911,0.4636427164077759
5,9,0.26088045647850744,0.4846090078353882
5,10,0.26369173604029195,0.278521865606308
5,11,0.2562523169649972,0.2372918426990509
5,12,0.24288047077479186,0.4533228278160095
5,13,0.24738373966128738,0.4097645580768585
5,14,0.2546074175172382,0.5133317112922668
5,15,0.23775526715649498,0.2176821380853653
5,16,0.2337470109815951,0.2952224910259247
5,17,0.24108036083203774,0.479248583316803
5,18,0.24398974853533287,0.3441009819507599
5,19,0.24940887755817837,0.34158167243003845
5,20,0.2508445106170796,0.42034685611724854
