Fold,Epoch,Average Loss,Mean Dice Score
1,1,0.2317058786197945,0.48483404517173767
1,2,0.24141980542076957,0.4088783860206604
1,3,0.23951872907302998,0.4446035623550415
1,4,0.2217874554572282,0.37693533301353455
1,5,0.24287945915151526,0.48222821950912476
1,6,0.23500719997617933,0.506219744682312
1,7,0.23976165387365553,0.48356395959854126
1,8,0.232060800547953,0.4606322646141052
1,9,0.23281919735449333,0.4693244695663452
1,10,0.22419228349570874,0.45331037044525146
1,11,0.22819613444584388,0.45639100670814514
1,12,0.23298940669607232,0.44900214672088623
1,13,0.2332974225282669,0.46757984161376953
1,14,0.24996609378744056,0.4566747844219208
1,15,0.2453901469707489,0.46530681848526
1,16,0.22730814279229553,0.4676241874694824
1,17,0.24704272741520847,0.4686378836631775
1,18,0.23838622868061066,0.4602331519126892
1,19,0.2330820400405813,0.46724510192871094
1,20,0.2425520591161869,0.47891202569007874
2,1,0.24557263873241567,0.4932863414287567
2,2,0.23481961339712143,0.4852105379104614
2,3,0.22807257429317193,0.48519405722618103
2,4,0.2296963921851582,0.4922989308834076
2,5,0.2266344905451492,0.4785221517086029
2,6,0.23209700374691575,0.5289118885993958
2,7,0.2157103568315506,0.5037546753883362
2,8,0.2207021583561544,0.49803426861763
2,9,0.21714836993703135,0.45935937762260437
2,10,0.2430054882058391,0.4848542809486389
2,11,0.2307035274527691,0.4654959440231323
2,12,0.2272834065887663,0.4761773645877838
2,13,0.21357839471764034,0.5014336705207825
2,14,0.23564788726744829,0.4565672278404236
2,15,0.24146868481680198,0.49288785457611084
2,16,0.2430681034370705,0.4840230941772461
2,17,0.2415106158565592,0.4978574514389038
2,18,0.23501684213126148,0.4922772943973541
2,19,0.2442224732151738,0.5420231223106384
2,20,0.23222278030934157,0.463107705116272
3,1,0.24312969655902297,0.4784093499183655
3,2,0.2169507783320215,0.5470544099807739
3,3,0.2538401926005328,0.50733482837677
3,4,0.23461858762635124,0.5174604058265686
3,5,0.24450611681849868,0.47790277004241943
3,6,0.22578603801903901,0.44892004132270813
3,7,0.23210898483241046,0.4743368327617645
3,8,0.2290467189417945,0.5115616321563721
3,9,0.2364031567617699,0.5183426737785339
3,10,0.23841338025199044,0.4391688108444214
3,11,0.23180914173523584,0.49287351965904236
3,12,0.2313262384246897,0.4736342430114746
3,13,0.23712259006721,0.540681779384613
3,14,0.22615326775444877,0.4934028387069702
3,15,0.2240328907414719,0.507228434085846
3,16,0.21131251393644898,0.4937308728694916
3,17,0.23755207878571968,0.4923112690448761
3,18,0.23013712272599893,0.48236900568008423
3,19,0.21955860792486756,0.474884033203125
3,20,0.22987371848689186,0.4754408299922943
4,1,0.23375963668028513,0.42013323307037354
4,2,0.23417250867243167,0.5394122004508972
4,3,0.23997009517969908,0.44803428649902344
4,4,0.2338776323530409,0.5032817721366882
4,5,0.22787790773091493,0.5281733274459839
4,6,0.21254257968178503,0.49180349707603455
4,7,0.25853541907336974,0.42905184626579285
4,8,0.2400459266371197,0.5294429063796997
4,9,0.2273858799426644,0.523609459400177
4,10,0.23240748489344562,0.5076623558998108
4,11,0.23788654638661277,0.5237069725990295
4,12,0.22737468199597466,0.5010536313056946
4,13,0.2458263000956288,0.4980680048465729
4,14,0.22592019151758264,0.5021551251411438
4,15,0.21486796079962342,0.5104935169219971
4,16,0.23797297753669597,0.5030467510223389
4,17,0.23528498162825903,0.5063458681106567
4,18,0.21963758187161553,0.511271059513092
4,19,0.23868716922071245,0.5080257058143616
4,20,0.23552681726438027,0.49921974539756775
5,1,0.23533056179682413,0.5109695792198181
5,2,0.226386453266497,0.5031198263168335
5,3,0.25071085547959365,0.5145065784454346
5,4,0.21824623423594017,0.5026427507400513
5,5,0.2415132067269749,0.4318196177482605
5,6,0.23596477149813264,0.3896048069000244
5,7,0.2433288555454325,0.40339627861976624
5,8,0.2344562472016723,0.45904096961021423
5,9,0.23145343749611466,0.4624634385108948
5,10,0.21890165104910178,0.509405791759491
5,11,0.22525606194028147,0.4462945759296417
5,12,0.24170868871388612,0.4753618836402893
5,13,0.2183343094808084,0.4770912528038025
5,14,0.23421619225431373,0.452494740486145
5,15,0.21891323256271858,0.424219012260437
5,16,0.2211171112678669,0.45615503191947937
5,17,0.2358342762346621,0.46597397327423096
5,18,0.2307782934771644,0.47492164373397827
5,19,0.23177000714672935,0.4691047668457031
5,20,0.24048336843649545,0.4143523573875427
